firmId,Date Initiated_yr,Reporting Source
130535,2013.0,1
130645,2008.0,2
130645,2011.0,2
130645,2013.0,2
130645,2014.0,4
130645,2017.0,2
130645,2019.0,2
130702,2013.0,2
130748,2015.0,2
130790,2018.0,6
130850,2010.0,2
131165,2009.0,2
131165,2013.0,1
131165,2014.0,1
131275,2010.0,2
131282,2009.0,2
131282,2010.0,3
131341,2008.0,1
131341,2010.0,3
131341,2012.0,1
131341,2014.0,1
131347,2008.0,1
131392,2009.0,2
131392,2016.0,2
131487,2016.0,2
131487,2018.0,2
131851,2010.0,2
131851,2013.0,2
132078,2011.0,2
132078,2015.0,3
132091,2008.0,2
132092,2011.0,2
132135,2009.0,1
132153,2015.0,2
132644,2015.0,1
132644,2016.0,1
132690,2009.0,2
132700,2010.0,2
132700,2016.0,2
132700,2017.0,4
132864,2013.0,2
132873,2012.0,2
132938,2017.0,1
132995,2011.0,1
132995,2015.0,2
132995,2018.0,2
133068,2010.0,2
133068,2016.0,2
133267,2012.0,2
133277,2013.0,2
133549,2009.0,2
133549,2011.0,2
133591,2012.0,2
133653,2009.0,2
133653,2011.0,2
133760,2008.0,1
133763,2009.0,4
133763,2011.0,2
133763,2017.0,4
133763,2018.0,2
133763,2020.0,1
133839,2011.0,2
133957,2009.0,1
133957,2011.0,1
134268,2009.0,1
134502,2013.0,2
134602,2012.0,2
134736,2008.0,2
134736,2009.0,2
134736,2010.0,2
134736,2011.0,2
134736,2012.0,3
134736,2013.0,8
134736,2014.0,2
134736,2015.0,2
135131,2017.0,2
135131,2019.0,2
135414,2015.0,1
135414,2018.0,1
135414,2019.0,2
135625,2014.0,1
135625,2015.0,1
135738,2013.0,2
135924,2009.0,1
135924,2012.0,1
135966,2016.0,2
135981,2007.0,2
135981,2009.0,2
135981,2010.0,1
135981,2011.0,2
135981,2012.0,4
136131,2014.0,2
136161,2012.0,2
136163,2012.0,2
136223,2016.0,2
136300,2016.0,2
136300,2019.0,2
136321,2013.0,2
136708,2011.0,2
136734,2011.0,2
136791,2010.0,2
136791,2012.0,2
136791,2014.0,2
136791,2016.0,2
136791,2017.0,2
136962,2014.0,2
136962,2015.0,1
136962,2016.0,1
137107,2011.0,1
137115,2009.0,2
137389,2015.0,2
137608,2015.0,2
137662,2017.0,1
137743,2017.0,2
137862,2015.0,2
137862,2016.0,1
137862,2017.0,1
138033,2013.0,2
138116,2016.0,2
138138,2010.0,4
138138,2011.0,2
138138,2013.0,3
138138,2014.0,2
138618,2017.0,2
138887,2010.0,2
139049,2013.0,2
139049,2017.0,2
139049,2018.0,2
139091,2008.0,2
139107,2013.0,2
139124,2014.0,1
139212,2013.0,2
139515,2013.0,2
139515,2016.0,2
139627,2012.0,1
139627,2016.0,1
139760,2013.0,1
139919,2018.0,1
140185,2012.0,2
140227,2009.0,2
140341,2011.0,2
140341,2012.0,2
140341,2013.0,2
140564,2008.0,2
140611,2016.0,2
140802,2017.0,2
140988,2017.0,2
141238,2015.0,2
141296,2010.0,1
141630,2017.0,1
142186,2011.0,2
142348,2012.0,4
142518,2011.0,2
142785,2007.0,1
142785,2009.0,2
142785,2011.0,1
142785,2012.0,6
142785,2013.0,6
142785,2014.0,5
142785,2016.0,2
142785,2017.0,1
142785,2020.0,2
142866,2019.0,2
142867,2015.0,2
142867,2016.0,1
142867,2017.0,2
142867,2018.0,2
142910,2015.0,2
142927,2016.0,2
143093,2015.0,2
143137,2015.0,2
143174,2018.0,2
143253,2018.0,2
143474,2008.0,2
143475,2016.0,2
143570,2014.0,2
143612,2011.0,2
143623,2012.0,1
143623,2013.0,1
143623,2015.0,2
143623,2016.0,2
143710,2010.0,2
143710,2012.0,2
144211,2013.0,2
144211,2018.0,2
144211,2019.0,2
144497,2009.0,2
144634,2011.0,2
145012,2011.0,2
145012,2014.0,2
145012,2018.0,2
145021,2010.0,2
145021,2013.0,2
145021,2015.0,1
145116,2015.0,2
145135,2010.0,2
145135,2013.0,2
145135,2015.0,2
145276,2017.0,2
145317,2016.0,2
145357,2014.0,1
145454,2013.0,1
145511,2013.0,1
145511,2014.0,1
145562,2016.0,2
145562,2018.0,1
145589,1985.0,1
145750,2013.0,2
146001,2017.0,2
146049,2013.0,4
146067,2013.0,2
146085,2010.0,2
146241,2009.0,2
146251,2015.0,2
146310,2017.0,1
146344,2018.0,2
146726,2020.0,2
146744,2012.0,4
146744,2015.0,3
146744,2016.0,1
146744,2017.0,1
146744,2018.0,1
146744,2019.0,1
146870,2012.0,2
146952,2011.0,1
146999,2017.0,2
147257,2018.0,2
147369,2009.0,2
147653,2014.0,1
147653,2017.0,1
147853,2019.0,2
148031,2012.0,2
148031,2013.0,2
148443,2012.0,2
148493,2011.0,2
148493,2016.0,2
148743,2016.0,2
148771,2015.0,2
148938,2011.0,2
149021,2011.0,2
149021,2013.0,2
149021,2019.0,2
149032,2013.0,3
149032,2015.0,1
149073,2016.0,2
149224,2017.0,1
149418,2014.0,2
149486,2011.0,1
149486,2013.0,1
149758,2011.0,1
149758,2012.0,1
149758,2013.0,2
149758,2017.0,1
149777,2011.0,2
149777,2012.0,6
149777,2013.0,5
149777,2014.0,8
149777,2015.0,12
149777,2016.0,12
149777,2017.0,8
149777,2018.0,2
149777,2019.0,2
149777,2020.0,2
149823,2013.0,3
149823,2014.0,8
149823,2015.0,7
149823,2016.0,6
149823,2019.0,1
149823,2020.0,3
150063,2017.0,2
150557,2011.0,2
150606,2014.0,1
150696,2014.0,2
150704,2017.0,2
150780,2017.0,2
150804,2013.0,2
151044,2015.0,2
151256,2016.0,2
151403,2015.0,2
151705,2012.0,2
151705,2017.0,2
151705,2019.0,1
151796,2013.0,2
152513,2019.0,2
152528,2010.0,1
152528,2012.0,1
152550,2015.0,2
152603,2015.0,1
152603,2017.0,1
152912,2014.0,1
152912,2015.0,4
152912,2016.0,6
152912,2017.0,1
153133,2016.0,2
153152,2016.0,2
153563,2017.0,1
153587,2013.0,2
153794,2015.0,2
153861,2019.0,3
153906,2016.0,1
153906,2017.0,1
154026,2014.0,2
154327,2013.0,1
154376,2019.0,6
154376,2020.0,4
154492,2016.0,2
154717,2016.0,1
155246,2017.0,2
155291,2018.0,2
155456,2013.0,2
155456,2015.0,2
155456,2017.0,2
155643,2017.0,2
155979,2017.0,2
156028,2016.0,4
156171,2017.0,2
156214,2018.0,2
157067,2016.0,2
157525,2016.0,2
157525,2018.0,2
157987,2016.0,2
158816,2016.0,2
159008,2014.0,2
159008,2017.0,2
159481,2016.0,2
159712,2015.0,2
159940,2017.0,2
160481,2016.0,2
164004,2019.0,2
164319,2016.0,2
165998,2019.0,2
167421,2016.0,2
167830,2016.0,2
168172,2017.0,2
168490,2015.0,1
168490,2016.0,1
168490,2017.0,1
168490,2018.0,1
168490,2019.0,2
168622,2007.0,1
168622,2008.0,1
168622,2009.0,1
168622,2011.0,1
168622,2012.0,1
168638,2017.0,2
168883,2020.0,1
172567,2019.0,2
285852,2017.0,2
